id,country,grant_year,year_actual,cowcode,grant,recipient,subgrantee,prevention,protection,prosecution,research,amount,region1,region2,recipient_type
2126,Macedonia,2003,2003-01-01,343,1.0,International Research and Exchanges Board,NA,1.0,0.0,0.0,0.0,2e4,NA,NA,NPO
2127,Macedonia,2003,2003-01-01,343,1.0,Education Development Center (dot-ORG),NA,1.0,1.0,1.0,0.0,18700.0,NA,NA,NPO
2128,Macedonia,2003,2003-01-01,343,1.0,DOS/EUR/PD,NA,1.0,1.0,0.0,0.0,75e3,NA,NA,Government
2129,Macedonia,2003,2003-01-01,343,1.0,USDOJ/ICITAP,NA,0.0,0.0,1.0,0.0,3e4,NA,NA,Government
2130,Macedonia,2004,2004-01-01,343,1.0,New Moment Video House,NA,1.0,0.0,0.0,0.0,23475.0,NA,NA,Private Firm
2131,Macedonia,2004,2004-01-01,343,1.0,DOJ/ICITAP,NA,0.0,0.0,1.0,0.0,2e5,NA,NA,Government
2132,Macedonia,2004,2004-01-01,343,1.0,DOJ/OPDAT,NA,0.0,0.0,1.0,0.0,115e3,NA,NA,Government
2133,Macedonia,2004,2004-01-01,343,1.0,"Organization for Security and Co-operation in Europe (OSCE), Open Gate, La Strada",NA,1.0,1.0,0.0,0.0,274803.0,NA,Mauritania,IGO
2134,Macedonia,2005,2005-01-01,343,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2135,Macedonia,2006,2006-01-01,343,1.0,All for Fair Trials Coalition,NA,0.0,0.0,1.0,1.0,19172.0,NA,NA,NGO
2136,Macedonia,2006,2006-01-01,343,1.0,"Civil Initiative for Equal Opportunities ""SEMPER"" Bitola",NA,1.0,1.0,0.0,0.0,17867.0,NA,NA,NGO
2137,Macedonia,2006,2006-01-01,343,1.0,Women Organization Radika,NA,1.0,0.0,0.0,0.0,8870.0,NA,Central America and the Caribbean,Neither
2138,Macedonia,2007,2007-01-01,343,1.0,"Association of Women ""Prestic"" Bitola",NA,1.0,0.0,0.0,0.0,15830.0,NA,NA,NGO
2139,Macedonia,2007,2007-01-01,343,1.0,Radio Kanal 77 and NGO Sinergia,NA,1.0,0.0,0.0,0.0,19311.0,NA,NA,NGO
2140,Macedonia,2007,2007-01-01,343,1.0,DOJ/ICITAP & OPDAT,NA,0.0,1.0,1.0,0.0,8e4,NA,NA,Government
2141,Macedonia,2008,2008-01-01,343,1.0,Center for Democratic Development,NA,1.0,0.0,0.0,0.0,6732.0,NA,NA,NPO
2142,Macedonia,2009,2009-01-01,343,1.0,Coalition All for Fair Trials,NA,1.0,0.0,1.0,0.0,15570.0,NA,NA,NGO
2143,Macedonia,2010,2010-01-01,343,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2144,Macedonia,2011,2011-01-01,343,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2145,Macedonia,2012,2012-01-01,343,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,South Asia Regional,
2146,Macedonia,2013,2013-01-01,343,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2147,Macedonia,2014,2014-01-01,343,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2148,Madagasgar,2001,2001-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2149,Madagasgar,2002,2002-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2150,Madagasgar,2003,2003-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2151,Madagasgar,2004,2004-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2152,Madagasgar,2005,2005-01-01,580,1.0,UNICEF and Catholic Relief Services,"Ministries of Population, Tourism, and Education",0.0,0.0,0.0,1.0,276476.0,NA,NA,IGO
2153,Madagasgar,2005,2005-01-01,580,1.0,AF/ES,"Embassy, Police Commissioner",0.0,1.0,0.0,0.0,18e3,NA,NA,Government
2154,Madagasgar,2005,2005-01-01,580,1.0,Catholic Relief Services,NA,0.0,1.0,1.0,1.0,156476.0,NA,NA,NPO
2155,Madagasgar,2005,2005-01-01,580,1.0,TBD,NA,1.0,1.0,1.0,0.0,4e5,NA,NA,Neither
2156,Madagasgar,2006,2006-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2157,Madagasgar,2007,2007-01-01,580,1.0,DOJ/ICITAP,NA,0.0,0.0,1.0,0.0,339750.0,NA,NA,Government
2158,Madagasgar,2008,2008-01-01,580,1.0,Pact,NA,1.0,1.0,0.0,1.0,45e5,NA,NA,NPO
2159,Madagasgar,2009,2009-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2160,Madagasgar,2010,2010-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2161,Madagasgar,2011,2011-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2162,Madagasgar,2012,2012-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2163,Madagasgar,2013,2013-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2164,Madagasgar,2014,2014-01-01,580,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2165,Malawi,2001,2001-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2166,Malawi,2002,2002-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2167,Malawi,2003,2003-01-01,553,1.0,UNICEF,Eye of the Child,1.0,1.0,0.0,0.0,5e4,NA,NA,IGO
2168,Malawi,2004,2004-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2169,Malawi,2005,2005-01-01,553,1.0,AF/EX,Anti-Kupimbira Youth Organization,0.0,1.0,1.0,0.0,18e3,NA,NA,NPO
2170,Malawi,2006,2006-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2171,Malawi,2007,2007-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2172,Malawi,2008,2008-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2173,Malawi,2009,2009-01-01,553,1.0,ILO-IPEC,NA,1.0,1.0,0.0,1.0,2757e3,NA,NA,IGO
2174,Malawi,2010,2010-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2175,Malawi,2011,2011-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2176,Malawi,2012,2012-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2177,Malawi,2013,2013-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2178,Malawi,2014,2014-01-01,553,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2179,Malaysia,2001,2001-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2180,Malaysia,2002,2002-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2181,Malaysia,2003,2003-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,East Asia and Pacific Islands Regional,
2182,Malaysia,2004,2004-01-01,820,1.0,IOM,NA,1.0,1.0,1.0,0.0,28140.0,NA,NA,IGO
2183,Malaysia,2005,2005-01-01,820,1.0,IOM,NA,0.0,1.0,0.0,0.0,215e3,NA,East Asia and Pacific Islands Regional,IGO
2184,Malaysia,2006,2006-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2185,Malaysia,2007,2007-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Thailand,
2186,Malaysia,2008,2008-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2187,Malaysia,2009,2009-01-01,820,1.0,Boat People SOS,NA,1.0,1.0,0.0,0.0,2e5,NA,NA,NPO
2188,Malaysia,2010,2010-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2189,Malaysia,2011,2011-01-01,820,1.0,Boat People SOS,NA,1.0,1.0,1.0,0.0,25e4,NA,NA,NPO
2190,Malaysia,2012,2012-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2191,Malaysia,2013,2013-01-01,820,1.0,Health Equity Initiatives (HEI),NA,0.0,1.0,0.0,0.0,275e3,NA,NA,NPO
2192,Malaysia,2014,2014-01-01,820,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2193,Maldives,2001,2001-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2194,Maldives,2002,2002-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2195,Maldives,2003,2003-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2196,Maldives,2004,2004-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2197,Maldives,2005,2005-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2198,Maldives,2006,2006-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2199,Maldives,2007,2007-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2200,Maldives,2008,2008-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2201,Maldives,2009,2009-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2202,Maldives,2010,2010-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2203,Maldives,2011,2011-01-01,781,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2204,Maldives,2011,2011-01-01,781,1.0,IOM,NA,1.0,0.0,1.0,0.0,5e5,NA,NA,IGO
2205,Maldives,2012,2012-01-01,781,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2206,Maldives,2013,2013-01-01,781,0.0,International Organization for Migration (IOM),NA,1.0,1.0,1.0,0.0,5e5,NA,NA,IGO
2207,Maldives,2014,2014-01-01,781,1.0,IOM,NA,1.0,0.0,1.0,0.0,5e5,NA,NA,IGO
2208,Mali,2001,2001-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Southern Africa,
2209,Mali,2002,2002-01-01,432,1.0,Ben and Jerry's,NA,1.0,0.0,0.0,0.0,NA,NA,Global,Private Firm
2210,Mali,2002,2002-01-01,432,1.0,Save the Children USA,NA,1.0,0.0,0.0,0.0,NA,NA,Europe/Eurasia,NGO
2211,Mali,2002,2002-01-01,432,1.0,Save the Children USA,NA,1.0,0.0,0.0,0.0,NA,NA,NA,NGO
2212,Mali,2003,2003-01-01,432,1.0,Save the Children,NA,1.0,0.0,0.0,0.0,3e5,NA,NA,NGO
2213,Mali,2004,2004-01-01,432,1.0,Search for Common Ground,NA,1.0,0.0,0.0,0.0,3e5,NA,South Asia Regional,NPO
2214,Mali,2005,2005-01-01,432,1.0,Population Media Center,NA,1.0,0.0,0.0,0.0,6e4,NA,NA,NPO
2215,Mali,2006,2006-01-01,432,1.0,"ILO, International Program on the Elimination of Child Labor",NA,1.0,1.0,0.0,0.0,25e5,NA,Global,IGO
2216,Mali,2007,2007-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2217,Mali,2008,2008-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2218,Mali,2009,2009-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2219,Mali,2010,2010-01-01,432,1.0,IOM,NA,0.0,1.0,1.0,0.0,3e5,NA,NA,IGO
2220,Mali,2011,2011-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2221,Mali,2012,2012-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,SADC Region,
2222,Mali,2013,2013-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2223,Mali,2014,2014-01-01,432,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2224,Malta,2001,2001-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2225,Malta,2002,2002-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,SADC Region,
2226,Malta,2003,2003-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2227,Malta,2004,2004-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2228,Malta,2005,2005-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2229,Malta,2006,2006-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Africa Regional,
2230,Malta,2007,2007-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2231,Malta,2008,2008-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2232,Malta,2009,2009-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2233,Malta,2010,2010-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2234,Malta,2011,2011-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2235,Malta,2012,2012-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA," Bangladesh, India, and Nepal",
2236,Malta,2013,2013-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,"Angola, Malawi, Namibia, Seychelles, South Africa, and Zimbabwe",
2237,Malta,2014,2014-01-01,338,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2238,MarshallIs,2001,2001-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2239,MarshallIs,2002,2002-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2240,MarshallIs,2003,2003-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2241,MarshallIs,2004,2004-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2242,MarshallIs,2005,2005-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2243,MarshallIs,2006,2006-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Africa Regional,
2244,MarshallIs,2007,2007-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,East Asia and Pacific Islands Regional,
2245,MarshallIs,2008,2008-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2246,MarshallIs,2009,2009-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2247,MarshallIs,2010,2010-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2248,MarshallIs,2011,2011-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2249,MarshallIs,2012,2012-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2250,MarshallIs,2013,2013-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2251,MarshallIs,2014,2014-01-01,983,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2252,Mauritania,2001,2001-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2253,Mauritania,2002,2002-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
2254,Mauritania,2003,2003-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Western Hemisphere,
2255,Mauritania,2004,2004-01-01,435,1.0,International Criminal Investigative Training Assistance Program (ICITP),NA,1.0,1.0,1.0,0.0,142885.0,NA,Global,IGO
2256,Mauritania,2005,2005-01-01,435,1.0,AF/EX,"World Advocates, Noura Foundation, Caritas",0.0,1.0,0.0,0.0,1e5,NA,NA,NPO
2257,Mauritania,2005,2005-01-01,435,1.0,AF/EX,SOS-Esclaves,0.0,1.0,0.0,0.0,18e3,NA,NA,NPO
2258,Mauritania,2006,2006-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2259,Mauritania,2007,2007-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2260,Mauritania,2008,2008-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Africa Regional,
2261,Mauritania,2009,2009-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2262,Mauritania,2010,2010-01-01,435,1.0,UNICEF,NA,1.0,1.0,0.0,0.0,5e5,NA,NA,IGO
2263,Mauritania,2011,2011-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2264,Mauritania,2012,2012-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2265,Mauritania,2013,2013-01-01,435,1.0,UNICEF,NA,1.0,1.0,1.0,0.0,5e5,NA,NA,IGO
2266,Mauritania,2014,2014-01-01,435,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2267,Mauritius,2001,2001-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2268,Mauritius,2002,2002-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2269,Mauritius,2003,2003-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2270,Mauritius,2004,2004-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2271,Mauritius,2005,2005-01-01,590,1.0,Embassy PAS,Soroptomist,0.0,1.0,0.0,0.0,12e3,NA,NA,Government
2272,Mauritius,2006,2006-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2273,Mauritius,2007,2007-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2274,Mauritius,2008,2008-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2275,Mauritius,2009,2009-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2276,Mauritius,2010,2010-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2277,Mauritius,2011,2011-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2278,Mauritius,2012,2012-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2279,Mauritius,2013,2013-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,East Asia and Pacific Islands Regional,
2280,Mauritius,2014,2014-01-01,590,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2281,Mexico,2001,2001-01-01,70,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2282,Mexico,2002,2002-01-01,70,1.0,Individual,NA,1.0,0.0,0.0,0.0,NA,NA,NA,Individual
2283,Mexico,2002,2002-01-01,70,1.0,ILO/IPEC,NA,1.0,1.0,0.0,0.0,NA,NA,NA,IGO
2284,Mexico,2003,2003-01-01,70,1.0,"Organization of American States/Inter-American Commission of Women, and",NA,1.0,1.0,1.0,0.0,168750.0,NA,NA,IGO
2285,Mexico,2004,2004-01-01,70,1.0,Bilateral Safety Corridor Coalition,NA,0.0,1.0,0.0,0.0,570794.0,NA,NA,NPO
2286,Mexico,2004,2004-01-01,70,1.0,"Red Familia, Beverly LaHaye Institute",NA,0.0,1.0,0.0,0.0,100030.0,NA,NA,NGO
2287,Mexico,2004,2004-01-01,70,1.0,"IOM, Sin Fronteras, La Casa de Migrante, Las Hermanas Oblatas",NA,1.0,1.0,0.0,0.0,1e6,NA,NA,IGO
2288,Mexico,2004,2004-01-01,70,1.0,"World Vision, BSCC, Ketchum Communications",NA,1.0,0.0,1.0,0.0,12e5,NA,NA,NPO
2289,Mexico,2005,2005-01-01,70,1.0,ECPAT/USA,NA,1.0,0.0,0.0,0.0,68515.0,NA,NA,NPO
2290,Mexico,2005,2005-01-01,70,1.0,CRS,NA,1.0,1.0,0.0,0.0,159950.0,NA,NA,NPO
2291,Mexico,2005,2005-01-01,70,1.0,BSCC,NA,0.0,1.0,1.0,1.0,576794.0,NA,NA,NGO
2292,Mexico,2005,2005-01-01,70,1.0,Concerned Women for America,NA,1.0,0.0,0.0,0.0,2e5,NA,NA,NPO
2293,Mexico,2005,2005-01-01,70,1.0,Embassy/State/NAS,NA,0.0,0.0,1.0,0.0,3023e3,NA,Europe Regional,Government
2294,Mexico,2005,2005-01-01,70,1.0,"ILO, International Program on the Elimination of Child Labor",NA,1.0,0.0,0.0,0.0,1099902.0,NA,NA,IGO
2295,Mexico,2005,2005-01-01,70,1.0,Casals and Associates,NA,1.0,1.0,1.0,1.0,168e3,NA,NA,Private Firm
2296,Mexico,2006,2006-01-01,70,1.0,USAID,Management Systems International & Academy for Educational Development (AED),1.0,1.0,0.0,0.0,153250.0,NA,Global,IGO
2297,Mexico,2006,2006-01-01,70,1.0,US Embassy PAS / Mexican Center for Study and Research in Development and Social Assistance (CEIDAS),Ricky Martin Foundation and others TBD,1.0,0.0,0.0,0.0,35e4,NA,NA,Government
2298,Mexico,2006,2006-01-01,70,1.0,IOM,NA,1.0,1.0,0.0,0.0,116114.0,NA,NA,IGO
2299,Mexico,2006,2006-01-01,70,1.0,AED,Management Systems International,0.0,1.0,0.0,0.0,2634660.0,NA,Global,NPO
2300,Mexico,2006,2006-01-01,70,1.0,Personal Services Contracts,NA,1.0,1.0,1.0,0.0,165340.0,NA,NA,Neither
2301,Mexico,2006,2006-01-01,70,1.0,Casals,NA,1.0,1.0,1.0,0.0,2e5,NA,NA,Private Firm
2302,Mexico,2007,2007-01-01,70,1.0,ABA/CEELI,NA,0.0,0.0,0.0,1.0,15e4,NA,NA,NGO
2303,Mexico,2007,2007-01-01,70,1.0,Coalition Against Trafficking in Women (CAT-W),NA,0.0,0.0,1.0,0.0,1e5,NA,NA,NGO
2304,Mexico,2007,2007-01-01,70,1.0,USAID,NA,0.0,1.0,1.0,0.0,175e3,NA,NA,IGO
2305,Mexico,2008,2008-01-01,70,1.0,Casa del Migrante,NA,0.0,1.0,0.0,0.0,13e4,NA,NA,NPO
2306,Mexico,2008,2008-01-01,70,1.0,Center for Studies and Research in Social Development and Assistance (CEIDAS),NA,1.0,0.0,0.0,0.0,25e4,NA,NA,NGO
2307,Mexico,2008,2008-01-01,70,1.0,IOM,NA,1.0,0.0,0.0,1.0,1e5,NA,NA,IGO
2308,Mexico,2009,2009-01-01,70,1.0,ILO/IPEC,NA,1.0,1.0,0.0,1.0,475e4,NA,NA,IGO
2309,Mexico,2009,2009-01-01,70,1.0,Alternativas Pacificas (ALPAZ),NA,1.0,1.0,0.0,0.0,5e4,NA,NA,NGO
2310,Mexico,2009,2009-01-01,70,1.0,American Bar Association,NA,1.0,0.0,0.0,0.0,14220.0,NA,NA,NGO
2311,Mexico,2009,2009-01-01,70,1.0,Bilateral Safety Corridor Coalition,NA,1.0,1.0,0.0,0.0,2e5,NA,NA,NPO
2312,Mexico,2009,2009-01-01,70,1.0,Center for Studies and Research in Social Development and Assistance (CEIDAS),NA,1.0,0.0,0.0,0.0,268780.0,NA,NA,NGO
2313,Mexico,2009,2009-01-01,70,1.0,Coalition to Abolish Slavery & Trafficking,NA,1.0,0.0,0.0,0.0,2e5,NA,Southeast Asia,NPO
2314,Mexico,2009,2009-01-01,70,1.0,IOM,NA,1.0,0.0,0.0,1.0,9e4,NA,NA,IGO
2315,Mexico,2009,2009-01-01,70,1.0,Academy for Educational Development (AED),4 TIP Shelters,1.0,1.0,1.0,1.0,303532.0,NA,NA,NPO
2316,Mexico,2010,2010-01-01,70,1.0,Alternativas Pacificas (ALPAZ),NA,1.0,1.0,0.0,0.0,2e5,NA,Uganda,NGO
2317,Mexico,2010,2010-01-01,70,1.0,"Casa del Migrante Scalabrini, A.C.",NA,1.0,1.0,1.0,0.0,1e5,NA,NA,NPO
2318,Mexico,2010,2010-01-01,70,1.0,DOJ/OPDAT,NA,1.0,1.0,1.0,0.0,4e4,NA,NA,Government
2319,Mexico,2010,2010-01-01,70,1.0,CEIDAS,NA,1.0,0.0,1.0,0.0,16e4,NA,NA,NGO
2320,Mexico,2010,2010-01-01,70,1.0,"Texas Rio Grande Legal Aid, Inc. (TRLA)",NA,1.0,1.0,0.0,0.0,48e4,NA,NA,NPO
2321,Mexico,2010,2010-01-01,70,1.0,Casa Alianza Mexico,NA,1.0,1.0,1.0,0.0,75e4,NA,NA,NPO
2322,Mexico,2010,2010-01-01,70,1.0,Pan-American Development Foundation (PADF),NA,1.0,0.0,0.0,0.0,3e5,NA,NA,NGO
2323,Mexico,2010,2010-01-01,70,1.0,University of Michigan Law School,NA,0.0,0.0,1.0,0.0,3e5,NA,Global,University
2324,Mexico,2010,2010-01-01,70,1.0,NAS,NA,0.0,0.0,1.0,0.0,3e6,NA,NA,Government
2325,Mexico,2011,2011-01-01,70,1.0,Coalition to Abolish Slavery & Trafficking,NA,0.0,1.0,0.0,0.0,5e5,NA,NA,NPO
2326,Mexico,2011,2011-01-01,70,1.0,DOJ/OPDAT,NA,0.0,0.0,1.0,0.0,5e5,NA,NA,Government
2327,Mexico,2011,2011-01-01,70,1.0,IOM,NA,0.0,0.0,1.0,0.0,2e5,NA,Europe Regional,IGO
2328,Mexico,2012,2012-01-01,70,1.0,Centro de Estudios e Investigacion en Desarrollo y Asistencia Social (CEIDAS),NA,1.0,0.0,0.0,0.0,3e5,NA,NA,NGO
2329,Mexico,2012,2012-01-01,70,1.0,Fundacion Casa Alianza Mexico,NA,0.0,1.0,0.0,0.0,35e4,NA,Global,NPO
2330,Mexico,2012,2012-01-01,70,1.0,University of Michigan,NA,0.0,1.0,1.0,0.0,3e5,NA,Global,University
2331,Mexico,2013,2013-01-01,70,1.0,Global Workers Justice Alliance (GWJA),NA,0.0,1.0,0.0,0.0,175e3,NA,Global,NGO
2332,Mexico,2014,2014-01-01,70,1.0,Casa del Migrante Scalabrini,NA,0.0,1.0,1.0,0.0,125e3,NA,NA,NPO
2333,Mexico,2014,2014-01-01,70,1.0,Texas RioGrande Legal Aid (TRLA),NA,1.0,1.0,0.0,0.0,24e4,NA,NA,NPO
2334,Micronesia,2001,2001-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2335,Micronesia,2002,2002-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2336,Micronesia,2003,2003-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2337,Micronesia,2004,2004-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2338,Micronesia,2005,2005-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2339,Micronesia,2006,2006-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2340,Micronesia,2007,2007-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2341,Micronesia,2008,2008-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2342,Micronesia,2009,2009-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2343,Micronesia,2010,2010-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2344,Micronesia,2011,2011-01-01,987,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2345,Micronesia,2012,2012-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2346,Micronesia,2013,2013-01-01,987,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2347,Micronesia,2014,2014-01-01,987,1.0,IOM,NA,1.0,1.0,1.0,0.0,75e4,NA,NA,IGO
2348,Moldova,2001,2001-01-01,359,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
2349,Moldova,2002,2002-01-01,359,1.0,IOM,NA,1.0,1.0,0.0,0.0,NA,NA,NA,IGO
